producto,marca,categoria,codigo_barras,presentacion,factor_unidades,precio,stock_inicial
Bolsa 21 x 24 Pinguino 100 unid,Pinguino,Bazar y Otros,,Unidad,1,11.5,0
Bolsa 8X12 Pinguino 100 bolsas,Pinguino,Bazar y Otros,,Unidad,1,1.2,0
Bolsa de basura Tachitos 35 lt 1 und,Tachitos,Bazar y Otros,,Unidad,1,0.3,0
Bolsa de basura Tachitos 35 lt x 10 und,Tachitos,Bazar y Otros,7759998007876,Unidad,1,2.0,0
Bolsa de basura Tachitos 75 lt  x 10 und,Tachitos,Bazar y Otros,7759998007883,Unidad,1,3.0,0
Bolsa de basura Tachitos 75 lt 1 und,Tachitos,Bazar y Otros,,Unidad,1,0.5,0
BOLSA DE CARBON CAJA CHINA CARBONE,Carbone,Bazar y Otros,,Unidad,1,17.0,0
BOLSA DE CARBON PARRILLA CARBONE,Carbone,Bazar y Otros,,Unidad,1,16.0,0
Bolsa de Regalo # 1,Genérico,Bazar y Otros,,Unidad,1,1.0,0
Bolsa de Regalo # 2,Genérico,Bazar y Otros,,Unidad,1,2.0,0
Bolsa de Regalo # 3,Genérico,Bazar y Otros,,Unidad,1,3.0,0
Bolsa de sorbetes 53 und,Genérico,Bazar y Otros,,Unidad,1,2.0,0
Bombas de queso x unidad,Genérico,Lácteos,,Unidad,1,1.5,0
Bombón leche /avellanas x 3 unid. Ferrero Rocher 37.5 gr,Ferrero Rocher,Lácteos,0078909434,Unidad,1,7.5,0
Bombones Cremas Selectas La Iberica 160 g,La Ibérica,Confitería y Golosinas,7750060002386,Unidad,1,28.0,0
Bombones Cremas Surtidas La Iberica 150 gr,La Ibérica,Confitería y Golosinas,7750060386745,Unidad,1,19.0,0
Bombones Donofrio Helado 75.3 ml,D'Onofrio,Confitería y Golosinas,7613033140242,Unidad,1,4.5,0
Bombones Pote Donofrio 216 ml,D'Onofrio,Confitería y Golosinas,7613032915841,Unidad,1,14.0,0
Bombones Selectos La Iberica x 170 g,La Ibérica,Confitería y Golosinas,7750060228687,Unidad,1,36.0,0
Bombones Surtidos 150 gr La Iberica,La Ibérica,Confitería y Golosinas,7750060386721,Unidad,1,24.0,0
Bon o Bon Avellanas 26 g,Arcor,Confitería y Golosinas,7757174016766,Unidad,1,1.5,0
Bon o Bon Blanco 15 g,Arcor,Confitería y Golosinas,0077961815,Unidad,1,1.0,0
BON O BON CHOCOLATE 15 G,Arcor,Confitería y Golosinas,77958921,Unidad,1,1.0,0
Bon o Bon Frutilla 15 g,Arcor,Confitería y Golosinas,0078925229,Unidad,1,1.0,0
Bon o Bon Petit Corazon Clasico x 450 g,Arcor,Confitería y Golosinas,7757174014236,Unidad,1,8.5,0
Bon o Bon Petit Corazon Fresa x 45 g,Arcor,Confitería y Golosinas,7757174015882,Unidad,1,8.5,0
Bonawell Reacondicionador 25 ml,Bonawell,Cuidado Personal,7702045564709,Unidad,1,1.2,0
Bonle Alimento Azucarado 397 g,Bonlé,Abarrotes,7751271028530,Unidad,1,5.0,0
BONLE CHOCOLATE BOLSA 800 ML,Bonlé,Confitería y Golosinas,7751271029766,Unidad,1,3.8,0
Bonle Familiar Mez. Lac. tetrapack 480 g,Bonlé,Lácteos,7751271031769,Unidad,1,3.8,0
Bonle Proteccion 155 gr,Bonlé,Lácteos,7751271036801,Unidad,1,1.2,0
Bonle Proteccion Bebida Concentrada x 390 ml,Bonlé,Bebidas,7751271036795,Unidad,1,2.5,0
Bonle Proteccion Fresa Bolsa x 400 g,Bonlé,Bazar y Otros,,Unidad,1,2.5,0
bonle queso untable sabor natural 80 g,Bonlé,Lácteos,7751271030885,Unidad,1,2.5,0
Boost XL Pall Mall 20 und,Pall Mall,Cigarrillos y Vapes,0077563187,Unidad,1,1.0,0
Bosko adulto x KG,Bosko,Mascotas,7751234023336,Unidad,1,6.0,0
BOSKO CACHORRO X KG,Bosko,Mascotas,,Unidad,1,6.5,3
Bosko Cordero Adulto x Kg,Bosko,Mascotas,,Unidad,1,6.5,0
braedt queso edam 90 g,Braedt,Lácteos,7752346005760,Unidad,1,5.5,0
brocoli x unidad,Genérico,Frutas y Verduras,,Unidad,1,1.0,0
Brograns irish cream original 1 L,Genérico,Bebidas,5391329002000,Unidad,1,52.0,0
Brownie chips nutra bien 62 g,Genérico,Confitería y Golosinas,7803525001520,Unidad,1,3.0,0
Brownie nueces nutra bien 62 gr,Genérico,Confitería y Golosinas,7803525001513,Unidad,1,3.0,0
Brownie nueces Nutra bien 62 gr.,Genérico,Confitería y Golosinas,7803525001513,Unidad,1,3.0,0
Brownie princesa gustozzi 50 g,Gustozzi,Confitería y Golosinas,7759205000720,Unidad,1,2.5,0
Brownie sublime gustozzi 50 g,Nestlé,Confitería y Golosinas,7759205000713,Unidad,1,2.5,0
Brownie triangulo gustozzi 50 g,Gustozzi,Confitería y Golosinas,7759205000737,Unidad,1,2.5,0
Buen Humor Fresa 63 ml,Buen Humor,Confitería y Golosinas,8445291992375,Unidad,1,1.0,0
C&C Clasic Cola lata x 335 ml,C&C,Bebidas,41699120112,Unidad,1,4.5,0
C&C Ginger Ale lata x 335 ml,C&C,Bebidas,41699120211,Unidad,1,4.5,0
C&C Grape lata 335 ml,C&C,Bebidas,41699120310,Unidad,1,4.5,0
C&C Lemon Up lata x 335 ml,C&C,Bebidas,41699120716,Unidad,1,4.5,0
C&C Orange lata x 335 ml,C&C,Bebidas,41699120617,Unidad,1,4.5,0
C&C Pineapple lata x 335 ml,C&C,Bebidas,41699121195,Unidad,1,4.5,0
Cafe Altomayo Armonico 15 gr,Altomayo,Abarrotes,7750463004963,Unidad,1,2.5,0
Café Altomayo Clasico 7 gr,Altomayo,Abarrotes,7750463004789,Unidad,1,1.0,0
CAFE ALTOMAYO GOURMET 15 G,Altomayo,Abarrotes,7750463004086,Unidad,1,3.0,0
CAFE ALTOMAYO GOURMET 45 G,Altomayo,Abarrotes,7750463003164,Unidad,1,8.5,0
Cafe Altomayo Gourmet 7 gr,Altomayo,Abarrotes,7750463004161,Unidad,1,1.5,0
CAFÉ CAFETAL INSTANTANEO 7GR.,Cafetal,Abarrotes,7754308003142,Unidad,1,1.3,0
CAFE CAFETAL INSTANTANEO SABOR INTENSO 15 G,Cafetal,Abarrotes,7754308002923,Unidad,1,2.3,0
Cafe cafetal instantaneo sabor intenso 8,Cafetal,Abarrotes,7754308002893,Unidad,1,1.0,0
Cafe clasico Kirma Nescafé 45 g,Nescafé,Abarrotes,7613035554016,Unidad,1,7.5,0
CAFE LIOFILOZADO JUAN VALDEZ 10 GR.,Juan Valdez,Abarrotes,7707211638277,Unidad,1,2.8,0
Cafe Mix Cola x 500 ml,Genérico,Abarrotes,7750530410017,Unidad,1,2.8,0
Cafe Nescafé tradicion instantaneo 50 gr,Nescafé,Abarrotes,7613036352024,Unidad,1,10.5,0
Cafe Sello Rojo tradicional tostado 212 g,Sello Rojo,Abarrotes,7702032107957,Unidad,1,10.5,0
Cafe soluble Liofilizado JV Doy pack 40 gr,Juan Valdez,Abarrotes,7707211634552,Unidad,1,14.5,0
Cafetal Clasico 9 gr,Cafetal,Abarrotes,7754308003654,Unidad,1,1.0,0
Cafetal Gourmet Instantaneo 40 g,Cafetal,Abarrotes,7754308003081,Unidad,1,6.2,0
Cama Dona Peluche,Genérico,Mascotas,,Unidad,1,50.0,0
Camote frito a granel x kg,Genérico,Abarrotes,7751234013221,Unidad,1,28.0,0
Camote Nutrachips x 36 g,Nutrachips,Abarrotes,7758574003592,Unidad,1,2.0,0
Canbo Cachorro Cordero,Canbo,Mascotas,,Unidad,1,17.5,4
Canbo Gatos Esterilizados x Kg,Canbo,Mascotas,,Unidad,1,24.0,0
Cancun relleno de coco costa 25 g,Costa,Confitería y Golosinas,7750885022057,Unidad,1,0.8,0
Canela entera a granel x kg,Genérico,Abarrotes,,Unidad,1,76.0,0
Canela entera sobre SM 1 und,Genérico,Abarrotes,,Unidad,1,0.5,0
Canela Molida Batan 8 g,Batán,Abarrotes,7750552000982,Unidad,1,1.0,0
Canela molida sobre SM 1 und,Genérico,Abarrotes,,Unidad,1,0.5,0
Canuto Chico Don Maximo,Don Máximo,Abarrotes,7750346002710,Unidad,1,1.5,0
Canuto Chico Don Vittorio 235 g,Don Vittorio,Abarrotes,7750243073769,Unidad,1,1.9,3
Canuto rayado Don Maximo 250 gr,Don Máximo,Abarrotes,7750346002826,Unidad,1,1.5,0
CANUTO RAYADO DON VITTORIO 250 G,Don Vittorio,Abarrotes,7750243082372,Unidad,1,1.9,0
Cañihuaco a granel x kg,Genérico,Frutas y Verduras,7751234013115,Unidad,1,11.0,0
Cañonazo Costa 19 g,Costa,Abarrotes,7750885022002,Unidad,1,0.8,0
Caracol Chico don Vittorio 250 gr,Don Vittorio,Abarrotes,7750243082471,Unidad,1,1.9,0
Caracol Nicolini 250 gr.,Nicolini,Abarrotes,7750243081399,Unidad,1,1.5,1
Caracolito Don Maximo 250 gr.,Don Máximo,Abarrotes,7750346002727,Unidad,1,1.5,0
Caramelo Arbolito Bolsa x 283 gr,Genérico,Confitería y Golosinas,7750885005647,Unidad,1,6.5,0
Caramelo Banderitas x 80 Bolsa,Genérico,Confitería y Golosinas,7750885009874,Unidad,1,5.5,0
CARAMELO BARRA CEREZA ALKA 8 UND,Alka,Confitería y Golosinas,0077967602,Unidad,1,1.5,0
CARAMELO BARRA NARANJA ALKA 8 UND,Alka,Confitería y Golosinas,77967763,Unidad,1,1.5,0
Caramelo Yogur unid.,Genérico,Lácteos,,Unidad,1,0.1,0
caramelos alka unidad,Alka,Confitería y Golosinas,,Unidad,1,0.1,0
Caramelos Cocorokos  x UND,Genérico,Confitería y Golosinas,,Unidad,1,0.1,0
Caramelos de Limon Sayon x 110 UND,Sayón,Confitería y Golosinas,7750243075503,Unidad,1,7.0,0
Caramelos Next X unidad,Genérico,Confitería y Golosinas,7702993050903,Unidad,1,0.1,0
Caramelos Perita Sayon x 100 UND,Sayón,Confitería y Golosinas,7750243045469,Unidad,1,7.0,0
Caramelos Sabor a Leche Bambi x 110 UND,Bambi,Lácteos,7750243063890,Unidad,1,7.0,0
Caramelos Sabor Chicha Morada x 110 und,Genérico,Bebidas,7750243045445,Unidad,1,7.0,0
carnazas x unidad,Genérico,Mascotas,,Unidad,1,1.0,0
Cartón / Saquillo,Genérico,Bazar y Otros,,Unidad,1,0.5,0
carton/ saquillo,Genérico,Bazar y Otros,,Unidad,1,0.5,0
Casino alfajor victoria 43 g,Victoria,Confitería y Golosinas,7750243052702,Unidad,1,1.0,0
Casino Chocolate  Torre 108 gr,Victoria,Confitería y Golosinas,7750243081559,Unidad,1,2.5,0
Casino Chocolate Victoria 43 g,Victoria,Confitería y Golosinas,7750243052665,Unidad,1,1.0,0
Casino fresa flow victoria 129 g,Victoria,Confitería y Golosinas,7750243079334,Unidad,1,2.5,0
Casino fresa victoria 43 g,Victoria,Confitería y Golosinas,7750243052672,Unidad,1,1.0,0
Casino Lucuma Victoria 43 g,Victoria,Confitería y Golosinas,7750243052689,Unidad,1,1.0,0
casino menta 129 gr.,Victoria,Confitería y Golosinas,7750243079341,Unidad,1,2.5,0
Casino Menta 64.5 gr,Victoria,Confitería y Golosinas,7750243077545,Unidad,1,1.5,0
Casino Menta Lover Victoria 108 gr,Victoria,Confitería y Golosinas,7750243081535,Unidad,1,2.5,0
Casino Menta Victoria 43 g,Victoria,Confitería y Golosinas,7750243052658,Unidad,1,1.0,0
Casino Pie de Limon 43 g,Victoria,Confitería y Golosinas,7750243080569,Unidad,1,1.0,0
Casino sabor Turron 43 g,Victoria,Confitería y Golosinas,7750243084031,Unidad,1,1.0,1
Casino Tres Leches Victoria 43 g,Victoria,Lácteos,7750243077651,Unidad,1,1.0,0
Casino Vainilla Victoria 43 g,Victoria,Confitería y Golosinas,7750243052641,Unidad,1,1.0,0
Castaña sobre SM 1 und,Genérico,Abarrotes,,Unidad,1,1.0,0
Cat Chow Delimix x kg,Cat Chow,Mascotas,,Unidad,1,14.0,0
CAT CHOW ESTERILIZADO X KG,Cat Chow,Mascotas,,Unidad,1,14.0,0
Cat Chow Gatitos x Kg,Cat Chow,Mascotas,,Unidad,1,14.5,0
Cebada instantanea Ecco 170 g,Ecco,Abarrotes,7613287867148,Unidad,1,15.0,0
Cebolla a granel x kg,Genérico,Frutas y Verduras,7751234013894,Unidad,1,2.5,0
cebolla china,Genérico,Frutas y Verduras,,Unidad,1,1.0,0
Cepillo Colgate Premier (Blister),Colgate,Cuidado Personal,7509546015040,Unidad,1,3.0,0
Cepillo Hello Kitty con Protector,Genérico,Cuidado Personal,7750045250535,Unidad,1,3.5,0
Cepillo Looney Tunes con Protector,Genérico,Cuidado Personal,7750045170024,Unidad,1,3.5,1
Cepillos Colgate Doble acción 1 und,Colgate,Cuidado Personal,6001067007289,Unidad,1,3.0,0
Cepillos Colgate Premier Clean,Colgate,Cuidado Personal,6910021007206,Unidad,1,3.0,0
CEPILLOS ORAL B 123 1 UND,Oral-B,Cuidado Personal,3014260833176,Unidad,1,3.2,0
Cera Emperatriz Líquida roja 300 ml,Emperatriz,Limpieza del Hogar,7756641002615,Unidad,1,6.5,0
Cera en pasta Amarilla Sapolio 300 ml,Sapolio,Limpieza del Hogar,7751851013512,Unidad,1,4.8,0
CERA EN PASTA ROJA SAPOLIO 300 ML,Sapolio,Limpieza del Hogar,7751851013529,Unidad,1,4.8,0
Cera Sapolio Autobrillante amarilla 300 ml,Sapolio,Limpieza del Hogar,7751851012942,Unidad,1,4.5,0
CERA SAPOLIO AUTOBRILLANTE NEUTRAL 300 ML,Sapolio,Limpieza del Hogar,7751851012959,Unidad,1,4.8,0
Cera Sapolio Autobrillante roja 300 ml,Sapolio,Limpieza del Hogar,7751851013888,Unidad,1,4.5,0
Cereal Bar Manzana/Canela Costa 18 g,Costa,Abarrotes,7750885016414,Unidad,1,1.2,0
Cereal Chok Angel 20 gr.,Ángel,Abarrotes,7759826005333,Unidad,1,0.8,0
Cereal Copix 18 gr.,Ángel,Abarrotes,7759826006095,Unidad,1,0.8,0
cereal flakes 20 gr,Genérico,Abarrotes,7759826005586,Unidad,1,0.8,1
Cereal Frutt Angel 20 gr,Ángel,Abarrotes,7759826005340,Unidad,1,0.8,0
Cerveza Backus Golden lata 355 ml,Backus,Licores y Cervezas,7753749003681,Unidad,1,18.0,0
Cerveza Budweiser bot. 343 ml,Budweiser,Licores y Cervezas,7861122301245,Unidad,1,27.0,0
Cerveza Stella Artois Fina 330 ml,Stella Artois,Licores y Cervezas,7501064199141,Unidad,1,30.0,0
CHALONA DE CORDERO GRANEL X UND,Genérico,Embutidos y Fiambres,,Unidad,1,2.5,0
CHAMPIÑONES EN LATA SANTIS X 425 (WOKI),Woki,Abarrotes,7751087000966,Unidad,1,6.0,0
CHAMPIÑONES EN LATA WAHL GANZE 425ML,Wahl Ganze,Abarrotes,6935897624166,Unidad,1,5.5,0
Chanca Partida a granel,Genérico,Frutas y Verduras,,Unidad,1,2.5,4
CHANCACA X UND,Genérico,Abarrotes,,Unidad,1,1.0,0
Chantilly en polvo 60 gr,Genérico,Abarrotes,7750871000021,Unidad,1,3.5,0
CHARADA FIELD 37 GR,Field,Confitería y Golosinas,7622201689797,Unidad,1,1.0,0
CHARADA TACO FIELD 96 G,Field,Confitería y Golosinas,7622201735951,Unidad,1,3.0,0
Cheese Fieston Bucky x 200 g,Bucky,Snacks,798190209029,Unidad,1,6.0,0
Cheese sabor queso Buckys 50 gr.,Bucky,Lácteos,798190256139,Unidad,1,1.0,0
Cheese Sabor queso picante 50 gr,Genérico,Lácteos,798190256146,Unidad,1,1.0,0
Cheese Tris Frito Lays 44 g,Frito Lay's,Snacks,7758574005619,Unidad,1,1.5,0
Cheese tris Pepsico Frito Lays 105 g,Pepsi,Bebidas,7758574004612,Unidad,1,3.5,0
Cheetos Boliqueso Frito Lay 35 g,Frito Lay's,Lácteos,7758574005862,Unidad,1,1.5,0
Cheetos Crunchy Flaming Hot 36 g,Frito Lay's,Snacks,7758574003370,Unidad,1,1.5,0
Cheetos Garritas 32 gr,Frito Lay's,Snacks,7758574006708,Unidad,1,1.5,0
Cheetos horneados queso  Lays 34 g,Frito Lay's,Lácteos,7758574000836,Unidad,1,1.5,0
Cheetos Mega Queso  Frito lays 180 g,Frito Lay's,Lácteos,7758574000003,Unidad,1,7.0,0
Cheetos QA Bolsaza x 90 g,Frito Lay's,Snacks,7758574005336,Unidad,1,3.5,0
Cheetos Queso Picante 180 g,Frito Lay's,Lácteos,7758574004681,Unidad,1,7.5,0
Cheetos queso picante 90 gr.,Frito Lay's,Lácteos,7758574005305,Unidad,1,3.5,0
Cheetos Queso Picante Frito Lays 34 g,Frito Lay's,Lácteos,7758574004070,Unidad,1,1.5,0
Chia a granel x kg,Genérico,Abarrotes,7751234013054,Unidad,1,17.0,0
Chia sobre SM 1 und,Genérico,Abarrotes,,Unidad,1,0.5,11
Chicha Morada 1 lt TTPK Gloria,Gloria,Bebidas,7751271037570,Unidad,1,4.5,0
Chicha Morada Gloria 3 lt,Gloria,Bebidas,,Unidad,1,7.0,0
Chichafresh 3 lt,Chichafresh,Bebidas,7750796001363,Unidad,1,6.5,0
Chicharron de prensa San Fernando 85 gr.,San Fernando,Snacks,7750946005746,Unidad,1,2.8,0
Chicharron frito Bucky snacks 15 g,Bucky,Snacks,798190249193,Unidad,1,1.0,0
Chicharron Frito Lays 24 g,Frito Lay's,Snacks,7758574003837,Unidad,1,2.0,0
Chichasara SM,Genérico,Bebidas,,Unidad,1,1.2,0
Chicle barbie fresa confiteca 20 g,Confiteca,Confitería y Golosinas,7758102005272,Unidad,1,1.0,0
Chicle barbie mora confiteca 20 g,Confiteca,Confitería y Golosinas,7758102005289,Unidad,1,1.0,0
Chicle Boogie Surtido (10 pastillas),Genérico,Confitería y Golosinas,7758102004589,Unidad,1,1.0,0
Chicle Bubbaloo Surtido x und,Adams,Confitería y Golosinas,,Unidad,1,0.3,0
Chicle Dragon Ball UND,Genérico,Confitería y Golosinas,,Unidad,1,0.2,0
Chicle Hierba Buena Trident 5 und,Trident,Confitería y Golosinas,7622202272172,Unidad,1,1.5,0
Chicle Huevitos Confiteca x und,Confiteca,Confitería y Golosinas,,Unidad,1,0.2,0
Chicle sabor fresa Trident 5 und,Trident,Confitería y Golosinas,7622201776602,Unidad,1,1.5,0
Chicle sabor mora azul Trident 5 und,Trident,Confitería y Golosinas,7622201776695,Unidad,1,1.5,0
Chicle sabor sandia trident 5 und,Trident,Confitería y Golosinas,7622202272219,Unidad,1,1.5,0
Chicle sabor tutti frutti Trident 5 und,Trident,Confitería y Golosinas,,Unidad,1,1.5,0
Chicle sabor yerbabuena trident 5 und,Trident,Confitería y Golosinas,7622201776572,Unidad,1,1.5,0
Chicle super hiper acido sandia confiteca 22 g,Confiteca,Confitería y Golosinas,7758102004824,Unidad,1,1.0,0
Chicle Trident  Menta 8.5 g,Trident,Confitería y Golosinas,7622201776664,Unidad,1,1.5,0
Chicle Trident Sandia 5 unid.,Trident,Confitería y Golosinas,7622201776633,Unidad,1,1.5,0
Chiclets Adams 2.8 gr,Adams,Confitería y Golosinas,,Unidad,1,0.3,0
Chiclets menta 12 pastillas,Adams,Confitería y Golosinas,7622210429209,Unidad,1,1.3,0
Chicolac Suero Lacteo Choco. Gloria 180 ml,Gloria,Lácteos,7751271030588,Unidad,1,1.6,0
Chifle Buckys 26 gr,Bucky,Snacks,798190257457,Unidad,1,1.0,0
Chifle Piurano x KG,Genérico,Snacks,,Unidad,1,25.0,0
chifle salado SM,Genérico,Snacks,,Unidad,1,1.0,0
Chifles a lo Carretillero Inka Chips 33 gt,Inka Chips,Snacks,7750526003070,Unidad,1,2.0,0
Chifles GoToto 180 g (Buckys),Bucky,Snacks,850046369247,Unidad,1,8.0,0
Chifles GoToto x 40 g (Bucky),Bucky,Snacks,850046369537,Unidad,1,3.0,0
Chifles Picantes Inka Chips 30 gr.,Inka Chips,Snacks,7750526003087,Unidad,1,2.0,0
Chifles salados Bucky snacks 30 g,Bucky,Snacks,798190236711,Unidad,1,1.0,0
Chifles salados karinto 34 g,Karinto,Snacks,7758574004568,Unidad,1,1.8,0
Chilcano bar Cranberry Tabernero 275 ml,Tabernero,Licores y Cervezas,7750533001588,Unidad,1,7.0,0
Chilcano Bar Limon Tabernero 275 ml,Tabernero,Licores y Cervezas,7750533001397,Unidad,1,7.0,0
Chilcano Bar Maracuya Tabernero 275 ml,Tabernero,Licores y Cervezas,7750533001403,Unidad,1,7.0,0
Chilcano Bar Piña-Menta Tabernero 275 ml,Tabernero,Licores y Cervezas,7750533001410,Unidad,1,7.0,0
Chilcano Tabernero Naranja 275 ml,Tabernero,Licores y Cervezas,7750533002578,Unidad,1,7.0,0
Chin Chin chocolate confitado 16 g,Chin Chin,Confitería y Golosinas,7752748012403,Unidad,1,0.8,0
CHIN CHIN CREMA CHOCO PUNCH 13 G,Chin Chin,Confitería y Golosinas,,Unidad,1,0.8,0
Chin Chin Grageas x 30 g,Chin Chin,Confitería y Golosinas,7752748012496,Unidad,1,1.8,0
Chips Ahoy Original 37 g,Nabisco,Confitería y Golosinas,7622201764401,Unidad,1,1.4,0
Chips de quinua bbq tiyapuy 100 g,Tiyapuy,Snacks,731199055969,Unidad,1,6.5,0
Chips quinua natural tiyapuy 100 g,Tiyapuy,Snacks,731199055938,Unidad,1,6.5,0
Chiqui Milky La Iberica 10 gr.,La Ibérica,Confitería y Golosinas,,Unidad,1,1.2,0
Chizitos sabor a queso lays 35 g,Frito Lay's,Lácteos,7758574004667,Unidad,1,1.0,0
Chizitos sabor Queso Frito Lays 190 g,Frito Lay's,Lácteos,7758574003776,Unidad,1,5.5,0
Chock Angel 130 g,Ángel,Abarrotes,7758071002081,Unidad,1,3.5,0
CHOCMAN BLACK 40 GR.,Black,Bebidas,7750885019149,Unidad,1,1.0,0
Chocman Costa 33.5 gr,Costa,Confitería y Golosinas,7750885024341,Unidad,1,1.0,0
Chocman Costa Doble Black 53 gr.,Black,Bebidas,7750885019163,Unidad,1,1.5,0
Chocman Costa Doble Manjar 55 g,Costa,Lácteos,7750885025942,Unidad,1,1.5,0
Choco mani Big ben chocolates 50 g,Big Ben,Confitería y Golosinas,7702993048894,Unidad,1,2.5,0
Choco punch chin chin,Chin Chin,Confitería y Golosinas,,Unidad,1,1.0,0
Chocobum galleta victoria 33.5 g,Victoria,Confitería y Golosinas,7750243082693,Unidad,1,1.0,0
Chocodonuts Costa 33 gr.,Costa,Confitería y Golosinas,7750885020909,Unidad,1,1.0,0
Chocogrageas Almendras La Iberica x 100 g,La Ibérica,Abarrotes,7750060004359,Unidad,1,16.0,0
Chocolate Instantaneo Sol del Cusco 15 gr,Sol del Cusco,Confitería y Golosinas,7750960005425,Unidad,1,1.0,0
Chocolate instantaneo Sol del Cusco 90 g,Sol del Cusco,Confitería y Golosinas,7750960000048,Unidad,1,3.5,0
Chocolate Milo 190 g,Nestlé,Confitería y Golosinas,8445290241337,Unidad,1,13.5,0
Chocolate Tableta mani Arcor 23 gr,Arcor,Confitería y Golosinas,7757174013321,Unidad,1,1.5,0
Chocolate tetrapack Bonle 180 ml,Bonlé,Confitería y Golosinas,7751271031011,Unidad,1,1.7,4
Chocolate tetrapack Laive 170 ml,Laive,Confitería y Golosinas,7750151008785,Unidad,1,2.0,0
chocopaleton chin chin 18 gr.,Chin Chin,Confitería y Golosinas,7752748011888,Unidad,1,1.2,0
"Chocovainilla Field x 25,2 g",Field,Confitería y Golosinas,7622202210754,Unidad,1,2.0,0
Cholatada Gloria Niños  180 ml,Gloria,Lácteos,,Unidad,1,2.0,0
Chomp chocolate victoria 38 g,Victoria,Confitería y Golosinas,7750243058247,Unidad,1,1.0,0
Chomp naranja victoria 38 g,Victoria,Confitería y Golosinas,7750243058261,Unidad,1,1.0,0
Chorizo Finas Hierbas Rico Pollo,Rico Pollo,Embutidos y Fiambres,,Unidad,1,2.0,0
Chorizo La Granjita 850 g x 10 und,La Granjita,Embutidos y Fiambres,,Unidad,1,1.5,0
Chorizo Parrillero x 2 unid. Braedt,Braedt,Embutidos y Fiambres,7752346005906,Unidad,1,4.5,0
Chorizo Rico Pollo 900 gr x 12 unid.,Rico Pollo,Embutidos y Fiambres,7755044001744,Unidad,1,13.5,0
Chuleta De Brazuelo Rico Pollo x Kg,Rico Pollo,Embutidos y Fiambres,,Unidad,1,17.5,0
Chuleta de Pierna Rico x Kg,Rico Pollo,Embutidos y Fiambres,,Unidad,1,17.5,0
Chuño molido a granel x kg,Genérico,Abarrotes,7751234013085,Unidad,1,6.0,0
Chupetín Bon Bon Bum surtido,Colombina,Confitería y Golosinas,,Unidad,1,0.5,1
Chupetin Colombinetas Chococaramel,Genérico,Confitería y Golosinas,,Unidad,1,0.5,0
chupetin colorado surtido 17 gr.,Genérico,Confitería y Golosinas,,Unidad,1,0.5,0
Chupetin Flippy,Genérico,Confitería y Golosinas,,Unidad,1,0.5,0
Chupetin Globo Pop Surtido x unidad,Genérico,Confitería y Golosinas,,Unidad,1,0.5,0
chupetin picolines 10 gr.,Genérico,Confitería y Golosinas,,Unidad,1,0.3,0
CHURRO PICANTE CERDO RICO X 100 GR,Rico Pollo,Embutidos y Fiambres,7755044000488,Unidad,1,6.0,0
Churro Picante Premium Rico Pollo 100 g,Rico Pollo,Embutidos y Fiambres,7755044001942,Unidad,1,6.0,0
Churu Chicken Recipe Inaba x 4 Und,Inaba,Mascotas,850006715763,Unidad,1,15.0,0
Churu Chicken With Scallop Inaba x 4 Und,Inaba,Mascotas,850006715794,Unidad,1,15.0,0
Churu Tuna Recipe Inaba x 4 Und,Inaba,Mascotas,850006715756,Unidad,1,15.0,0
Churu Tuna With Scallop Inaba x 4 Und,Inaba,Mascotas,850006715787,Unidad,1,15.0,0
Cielo Agua sin gas  2.5 L,Cielo,Bebidas,7751731000069,Unidad,1,3.5,0
Cielo Agua sin gas 625 ml,Cielo,Bebidas,7751731157350,Unidad,1,1.0,0
Cielo Agua sin gas con chupon 1 L,Cielo,Bebidas,7751731001646,Unidad,1,2.0,0
Cielo AJE sin gas 625 ml,Cielo,Bebidas,7750670244954,Unidad,1,1.0,0
Cielo Alcalina 650 ml,Cielo,Bebidas,7750670015325,Unidad,1,1.5,0
Cielo C/ GAS AJE 625 ml,Cielo,Bebidas,7750670020411,Unidad,1,1.0,0
CIELO GASIFICADA LIMON X 600 ML,Cielo,Bebidas,7750670020909,Unidad,1,1.5,0
CIELO GASIFICADA MARACUYA 600 ML,Cielo,Bebidas,7750670020916,Unidad,1,1.5,0
Cielo gasificado Manzana 600 ml,Cielo,Bebidas,7750670020893,Unidad,1,1.5,0
Cielo Kids agua s/g x 200 ml,Cielo,Bebidas,7750670014984,Unidad,1,7.5,0
Cigarrillo dorado golden beach 20 und,Golden Beach,Cigarrillos y Vapes,0078402522,Unidad,1,3.2,0
Cigarrillo rojo golden beach 20 und,Golden Beach,Cigarrillos y Vapes,0078402515,Unidad,1,3.2,0
Cigarrillo verde golden beach 20 und,Golden Beach,Cigarrillos y Vapes,0078404069,Unidad,1,3.2,0
Cigarrillos mora double shot esse 20 und,Esse,Cigarrillos y Vapes,8801116006861,Unidad,1,11.5,0
Cilantro fresco,Genérico,Frutas y Verduras,,Unidad,1,0.5,0
CINTA DE EMBALAJE ULTRAPACK,Ultrapack,Bazar y Otros,,Unidad,1,5.5,4
Citrus Fresh 400 ml,Citrus Fresh,Bebidas,7750796001370,Unidad,1,1.0,0
CITRUS SCHWEPPES SIN AZUCAR 1.5 L,Schweppes,Bebidas,7750182002684,Unidad,1,7.0,0
Clavo de olor sobre SM 1 und,Genérico,Abarrotes,,Unidad,1,0.5,0
Clipper Mini Tube Encendedor,Clipper,Cigarrillos y Vapes,8412765918377,Unidad,1,6.0,0
